distance,consume,speed,temp_inside,temp_outside,specials,gas_type,AC,rain,sun,refill liters,refill gas,l/km,fuel_consumed,cost_trip,temp_diff
32.1,4.5,50,22.0,16,,SP98,0,0,0,,,0.045,1.4445000000000001,2.64,6.0
25.9,4.4,40,22.0,14,,SP98,0,0,0,,,0.044000000000000004,1.1396,2.09,8.0
48.6,4.3,44,22.0,12,,SP98,0,0,0,,,0.043,2.0898,3.82,10.0
37.2,4.0,45,22.0,20,sun,SP98,0,0,1,,,0.04,1.4880000000000002,2.72,2.0
28.8,3.9,35,22.0,15,sun,SP98,0,0,1,,,0.039,1.1232,2.06,7.0
6.7,5.0,30,22.0,17,,SP98,0,0,0,,,0.05,0.335,0.61,5.0
7.4,4.1,25,22.0,18,sun,SP98,0,0,1,,,0.040999999999999995,0.3034,0.56,4.0
17.3,4.1,22,22.0,25,sun,SP98,0,0,1,,,0.040999999999999995,0.7092999999999999,1.3,-3.0
6.6,5.6,43,22.0,16,,SP98,0,0,0,,,0.055999999999999994,0.36959999999999993,0.68,6.0
14.3,4.1,26,22.0,20,,SP98,0,0,0,,,0.040999999999999995,0.5862999999999999,1.07,2.0
13.3,4.6,33,22.0,18,,SP98,0,0,0,,,0.046,0.6118,1.12,4.0
8.3,4.9,26,22.0,23,,SP98,0,0,0,,,0.049,0.40670000000000006,0.74,-1.0
12.7,4.5,39,22.0,27,sun,SP98,0,0,1,,,0.045,0.5714999999999999,1.05,-5.0
16.5,4.1,47,22.0,14,,SP98,0,0,0,,,0.040999999999999995,0.6764999999999999,1.24,8.0
20.6,4.1,38,22.0,21,,SP98,0,0,0,,,0.040999999999999995,0.8445999999999999,1.55,1.0
16.3,4.5,58,22.0,16,,SP98,0,0,0,,,0.045,0.7335,1.34,6.0
18.7,4.2,65,25.0,18,sun ac,SP98,1,0,1,,,0.042,0.7854,1.44,7.0
36.5,3.9,54,23.0,18,sun,SP98,0,0,1,,,0.039,1.4235,2.61,5.0
19.0,5.0,35,22.0,15,sun ac,SP98,1,0,1,,,0.05,0.9500000000000001,1.74,7.0
16.6,4.4,46,22.0,5,ac,SP98,1,0,0,,,0.044000000000000004,0.7304000000000002,1.34,17.0
29.9,4.5,32,22.0,18,ac,SP98,1,0,0,,,0.045,1.3455,2.46,4.0
16.0,3.8,42,22.0,11,,SP98,0,0,0,,,0.038,0.608,1.11,11.0
21.1,5.1,33,22.0,10,rain,SP98,0,1,0,,,0.051,1.0761,1.97,12.0
16.0,3.9,40,22.0,10,,SP98,0,0,0,,,0.039,0.624,1.14,12.0
11.9,5.3,34,22.0,13,,SP98,0,0,0,,,0.053,0.6307,1.15,9.0
10.1,4.2,35,22.0,16,,SP98,0,0,0,,,0.042,0.4242,0.78,6.0
31.9,4.3,33,22.0,16,,SP98,0,0,0,,,0.043,1.3717,2.51,6.0
18.7,4.0,60,22.0,13,,SP98,0,0,0,,,0.04,0.748,1.37,9.0
10.8,4.7,48,22.0,17,sun,SP98,0,0,1,,,0.047,0.5076,0.93,5.0
19.8,4.0,56,22.0,17,sun,SP98,0,0,1,,,0.04,0.792,1.45,5.0
11.3,4.3,38,22.0,17,,SP98,0,0,0,37,SP98,0.043,0.4859,0.89,5.0
11.5,5.3,53,22.0,15,,SP98,0,0,0,,,0.053,0.6094999999999999,1.12,7.0
21.4,5.2,51,22.0,13,,SP98,0,0,0,,,0.052000000000000005,1.1128,2.04,9.0
32.0,4.9,53,22.0,15,,SP98,0,0,0,,,0.049,1.568,2.87,7.0
41.9,4.7,53,22.0,14,,SP98,0,0,0,,,0.047,1.9692999999999998,3.6,8.0
211.0,4.6,80,22.0,20,,SP98,0,0,0,,,0.046,9.706,17.76,2.0
216.1,5.3,90,22.0,21,sun,SP98,0,0,1,,,0.053,11.453299999999999,20.96,1.0
25.5,3.6,27,22.0,27,sun,SP98,0,0,1,,,0.036000000000000004,0.9180000000000001,1.68,-5.0
16.6,4.2,52,22.0,15,rain,SP98,0,1,0,,,0.042,0.6972000000000002,1.28,7.0
25.9,4.1,43,22.0,24,,SP98,0,0,0,,,0.040999999999999995,1.0618999999999998,1.94,-2.0
16.5,4.0,48,22.0,15,,SP98,0,0,0,,,0.04,0.66,1.21,7.0
22.1,3.9,29,22.0,26,,SP98,0,0,0,,,0.039,0.8619,1.58,-4.0
16.6,3.7,49,22.0,17,,E10,0,0,0,"37,7",E10,0.037000000000000005,0.6142000000000002,1.09,5.0
15.4,4.5,43,22.0,24,,E10,0,0,0,,,0.045,0.693,1.23,-2.0
16.5,3.9,43,22.0,17,,E10,0,0,0,,,0.039,0.6435,1.15,5.0
15.4,5.1,21,22.0,24,,E10,0,0,0,,,0.051,0.7854,1.4,-2.0
18.4,4.2,59,22.0,24,,E10,0,0,0,,,0.042,0.7728,1.38,-2.0
39.5,4.2,58,22.0,25,,E10,0,0,0,,,0.042,1.659,2.95,-3.0
21.5,4.8,47,25.0,27,AC Sun,E10,1,0,1,,,0.048,1.032,1.84,-2.0
4.8,4.7,26,25.0,18,,E10,0,0,0,,,0.047,0.2256,0.4,7.0
100.9,4.7,87,23.5,22,,E10,0,0,0,,,0.047,4.7423,8.44,1.5
129.7,4.6,58,24.0,21,ac,E10,0,0,0,,,0.046,5.9662,10.62,3.0
16.6,3.8,43,21.5,16,,E10,0,0,0,,,0.038,0.6308,1.12,5.5
15.4,4.2,50,21.5,21,,E10,0,0,0,,,0.042,0.6468,1.15,0.5
16.0,3.7,45,22.0,17,,E10,0,0,0,,,0.037000000000000005,0.5920000000000001,1.05,5.0
16.0,4.2,41,22.0,15,,E10,0,0,0,,,0.042,0.672,1.2,7.0
15.4,4.1,45,22.0,24,,E10,0,0,0,,,0.040999999999999995,0.6314,1.12,-2.0
16.0,4.0,43,22.0,16,,E10,0,0,0,,,0.04,0.64,1.14,6.0
21.0,3.8,37,22.0,21,,E10,0,0,0,,,0.038,0.7979999999999999,1.42,1.0
15.4,3.8,47,22.0,24,,E10,0,0,0,,,0.038,0.5852,1.04,-2.0
16.0,3.8,42,22.0,17,,E10,0,0,0,,,0.038,0.608,1.08,5.0
16.1,5.1,30,25.0,16,ac rain,E10,1,1,0,,,0.051,0.8211,1.46,9.0
16.0,4.0,42,22.0,15,,E10,0,0,0,,,0.04,0.64,1.14,7.0
15.4,4.8,40,22.0,18,,E10,0,0,0,,,0.048,0.7392000000000001,1.32,4.0
17.2,3.9,35,22.0,16,,E10,0,0,0,,,0.039,0.6708,1.19,6.0
16.6,4.6,50,22.0,25,,E10,0,0,0,,,0.046,0.7636000000000001,1.36,-3.0
18.3,4.3,46,22.0,16,,SP98,0,0,0,"37,2",SP98,0.043,0.7868999999999999,1.44,6.0
16.1,4.8,36,22.0,18,rain,SP98,0,1,0,,,0.048,0.7728,1.41,4.0
16.0,4.1,46,22.0,17,,SP98,0,0,0,,,0.040999999999999995,0.6559999999999999,1.2,5.0
16.3,4.0,35,22.0,23,,SP98,0,0,0,,,0.04,0.652,1.19,-1.0
16.0,3.7,44,22.0,16,,SP98,0,0,0,,,0.037000000000000005,0.5920000000000001,1.08,6.0
18.3,4.3,46,22.0,23,,SP98,0,0,0,,,0.043,0.7868999999999999,1.44,-1.0
4.5,5.2,23,22.0,23,sun,SP98,0,0,1,,,0.052000000000000005,0.234,0.43,-1.0
17.0,4.2,48,22.0,16,,SP98,0,0,0,,,0.042,0.7140000000000001,1.31,6.0
6.1,5.0,35,24.5,18,,SP98,0,0,0,,,0.05,0.305,0.56,6.5
6.1,5.0,33,22.0,24,sun,SP98,0,0,1,,,0.05,0.305,0.56,-2.0
17.3,4.2,36,22.0,22,,SP98,0,0,0,,,0.042,0.7266,1.33,0.0
6.0,4.8,27,22.0,17,,SP98,0,0,0,,,0.048,0.28800000000000003,0.53,5.0
16.0,4.1,45,22.0,15,,SP98,0,0,0,,,0.040999999999999995,0.6559999999999999,1.2,7.0
15.4,4.9,55,22.0,18,,SP98,0,0,0,,,0.049,0.7546,1.38,4.0
15.4,4.3,39,22.0,23,,SP98,0,0,0,,,0.043,0.6622,1.21,-1.0
16.0,3.9,35,22.0,18,,SP98,0,0,0,,,0.039,0.624,1.14,4.0
15.4,4.5,52,22.0,26,,SP98,0,0,0,,,0.045,0.693,1.27,-4.0
16.6,4.1,48,25.5,30,sun ac,SP98,1,0,1,,,0.040999999999999995,0.6806,1.25,-4.5
15.4,5.0,48,25.5,31,ac,SP98,1,0,0,,,0.05,0.77,1.41,-5.5
16.0,4.0,43,22.0,21,ac,SP98,1,0,0,,,0.04,0.64,1.17,1.0
15.4,4.5,42,22.0,30,,SP98,0,0,0,,,0.045,0.693,1.27,-8.0
16.0,3.6,43,22.0,19,,SP98,0,0,0,,,0.036000000000000004,0.5760000000000001,1.05,3.0
20.9,4.1,33,22.0,21,,SP98,0,0,0,,,0.040999999999999995,0.8568999999999999,1.57,1.0
32.1,3.9,47,22.0,26,,SP98,0,0,0,,,0.039,1.2519,2.29,-4.0
15.3,6.6,16,24.0,27,ac,SP98,1,0,0,,,0.066,1.0098,1.85,-3.0
28.5,4.0,44,25.0,23,ac,SP98,1,0,0,,,0.04,1.1400000000000001,2.09,2.0
11.9,3.7,33,25.0,19,,SP98,0,0,0,,,0.037000000000000005,0.4403000000000001,0.81,6.0
14.5,4.3,36,25.0,22,,SP98,0,0,0,,,0.043,0.6234999999999999,1.14,3.0
16.6,4.1,49,22.0,26,sun,SP98,0,0,1,,,0.040999999999999995,0.6806,1.25,-4.0
16.2,4.4,39,24.5,17,ac,SP98,1,0,0,,,0.044000000000000004,0.7128,1.3,7.5
16.7,3.8,44,24.5,23,sun,SP98,0,0,1,,,0.038,0.6345999999999999,1.16,1.5
8.3,5.0,52,24.5,27,,SP98,0,0,0,,,0.05,0.41500000000000004,0.76,-2.5
5.5,3.7,33,24.5,28,sun,SP98,0,0,1,,,0.037000000000000005,0.20350000000000001,0.37,-3.5
13.6,3.7,33,24.5,28,sun,SP98,0,0,1,,,0.037000000000000005,0.5032000000000001,0.92,-3.5
16.0,3.7,39,24.5,18,,SP98,0,0,0,,,0.037000000000000005,0.5920000000000001,1.08,6.5
16.1,4.3,38,25.0,31,AC,SP98,1,0,0,,,0.043,0.6923,1.27,-6.0
16.0,3.8,45,25.0,19,,SP98,0,0,0,,,0.038,0.608,1.11,6.0
15.4,4.6,42,25.0,31,AC,SP98,1,0,0,,,0.046,0.7084,1.3,-6.0
14.7,5.0,25,25.0,30,AC,SP98,1,0,0,,,0.05,0.735,1.35,-5.0
